order_id,customer_id,purchase_date,item_category,item_name,quantity,unit_price,total_price,payment_method,customer_type,purchase_channel,promo_discount,promo_code
ORD31880,9273,2024-11-10,Accessories,Pin Set,7,129.04,903.27,PayPal,Season Passholder,Online,False,
ORD89003,5311,2024-12-05,Plush,Seal Plush,1,24.73,24.73,PayPal,Gift Purchaser,Online,False,
ORD44689,8636,2024-12-24,Home Décor,Park Poster,5,38.87,194.35,Gift Card,One-Time Buyer,Online,True,BLACKFRIDAY
ORD14613,9986,2024-12-18,Toys,Toy Boat,11,46.62,512.79,PayPal,Season Passholder,Online,True,HOLIDAY10
ORD95252,4425,2024-12-12,Plush,Lobster Plush,2,123.65,247.29,Credit Card,One-Time Buyer,Online,False,
ORD42722,3938,2024-12-23,Accessories,Keychain,9,170.05,1530.48,PayPal,Season Passholder,Online,False,
ORD85734,3630,2025-01-07,Toys,Park Puzzle,0,35.32,0.0,Gift Card,Season Passholder,Online,False,
ORD41651,3152,2025-01-02,Apparel,Winter Beanie,1,66.89,66.89,Gift Card,Season Passholder,Online,True,
ORD87021,7195,2024-11-25,Home Décor,Park Poster,8,149.92,1199.33,Credit Card,Season Passholder,Online,True,BLACKFRIDAY
ORD42704,2812,2024-11-01,Toys,Action Figure,9,75.11,676.01,Gift Card,Season Passholder,Online,False,
ORD36974,5547,2024-11-30,Home Décor,Park Poster,10,160.25,1602.51,Gift Card,One-Time Buyer,Online,True,HOLIDAY10
ORD48846,4043,2025-01-06,Plush,Lobster Plush,3,15.03,45.09,Gift Card,Gift Purchaser,Online,False,
ORD69831,8235,2024-11-10,Gift Cards,$50 Gift Card,4,67.8,271.19,Credit Card,One-Time Buyer,Online,False,
ORD85989,3371,2024-11-24,Gift Cards,$50 Gift Card,11,95.85,1054.37,Gift Card,One-Time Buyer,Online,False,
ORD67551,6405,2024-11-20,Toys,Park Puzzle,8,138.52,1108.18,Credit Card,One-Time Buyer,Online,True,HOLIDAY10
ORD29719,3363,2024-12-21,Apparel,Lobster T-Shirt,5,70.98,354.9,Gift Card,One-Time Buyer,Online,True,HOLIDAY10
ORD67000,4266,2024-12-22,Toys,Park Puzzle,5,109.28,546.38,Credit Card,One-Time Buyer,In-Person,False,
ORD39009,6427,2024-11-15,Toys,Park Puzzle,1,67.41,67.41,Gift Card,Season Passholder,Online,False,
ORD21578,1311,2024-11-05,Apparel,Winter Beanie,2,124.24,248.47,Credit Card,Season Passholder,In-Person,True,NEWYEAR25
ORD68317,6696,2024-12-12,Gift Cards,$100 Gift Card,5,120.37,601.87,PayPal,Season Passholder,Online,False,
ORD88172,1456,2024-12-25,Plush,Crab Plush,5,76.26,381.32,PayPal,Gift Purchaser,In-Person,False,
ORD29974,3958,2024-12-28,Accessories,Keychain,1,34.15,34.15,PayPal,One-Time Buyer,In-Person,False,
ORD29930,8872,2024-11-21,Accessories,Snow Globe,9,173.0,1557.01,Gift Card,Gift Purchaser,Online,False,
ORD89677,6353,2024-12-22,Accessories,Keychain,8,94.64,757.12,Gift Card,Gift Purchaser,Online,True,HOLIDAY10
ORD79298,4468,2025-01-08,Plush,Lobster Plush,3,50.35,151.06,PayPal,Season Passholder,In-Person,False,
ORD89058,2439,2025-01-01,Toys,Park Puzzle,0,9.77,0.0,Credit Card,One-Time Buyer,Online,False,
ORD38663,6314,2024-11-25,Gift Cards,$100 Gift Card,2,105.48,210.97,PayPal,Season Passholder,In-Person,True,BLACKFRIDAY
ORD30839,1434,2024-11-07,Accessories,Keychain,9,116.89,1052.04,PayPal,One-Time Buyer,Online,False,
ORD95992,6129,2024-12-03,Plush,Crab Plush,3,34.39,103.18,Gift Card,Season Passholder,Online,False,
ORD32399,8164,2024-12-25,Apparel,Lobster T-Shirt,7,231.3,1619.09,Gift Card,Season Passholder,In-Person,True,NEWYEAR25
ORD24194,6579,2024-12-12,Toys,Action Figure,2,83.73,167.46,Credit Card,Season Passholder,In-Person,True,
ORD92101,5754,2024-11-30,Accessories,Snow Globe,2,74.81,149.62,PayPal,One-Time Buyer,Online,False,
ORD35361,7656,2024-12-06,Plush,Seal Plush,1,121.11,121.11,Gift Card,Season Passholder,In-Person,False,
ORD10809,6756,2024-12-21,Plush,Lobster Plush,4,132.37,529.49,PayPal,One-Time Buyer,Online,False,
ORD19456,1589,2024-11-10,Toys,Toy Boat,4,177.68,710.71,Gift Card,Gift Purchaser,Online,True,
ORD97577,3314,2024-11-09,Toys,Park Puzzle,7,135.6,949.17,Gift Card,One-Time Buyer,Online,False,
ORD92832,6330,2024-11-21,Plush,Lobster Plush,13,168.4,2189.19,PayPal,One-Time Buyer,Online,True,BLACKFRIDAY
ORD26210,9610,2024-12-15,Toys,Park Puzzle,5,111.17,555.86,Gift Card,Season Passholder,In-Person,True,NEWYEAR25
ORD71991,7262,2024-12-03,Apparel,Winter Beanie,4,41.48,165.91,PayPal,Season Passholder,In-Person,False,
ORD10135,9509,2024-11-21,Accessories,Snow Globe,5,23.11,115.56,Gift Card,Season Passholder,Online,True,
ORD37616,4920,2024-11-18,Accessories,Pin Set,1,104.18,104.18,PayPal,One-Time Buyer,In-Person,False,
ORD25616,1096,2024-12-14,Gift Cards,$50 Gift Card,1,84.37,84.37,Gift Card,Gift Purchaser,Online,False,
ORD24113,9972,2024-11-16,Toys,Action Figure,1,117.48,117.48,PayPal,Season Passholder,Online,False,
ORD12967,8986,2024-12-18,Plush,Crab Plush,5,145.21,726.07,PayPal,Season Passholder,Online,False,
ORD65897,9296,2024-12-10,Plush,Crab Plush,1,19.84,19.84,Gift Card,One-Time Buyer,In-Person,True,BLACKFRIDAY
ORD42899,6752,2024-11-04,Gift Cards,$25 Gift Card,9,78.37,705.36,Credit Card,Gift Purchaser,In-Person,False,
ORD67388,4104,2025-01-04,Plush,Seal Plush,4,53.26,213.05,Credit Card,One-Time Buyer,In-Person,True,BLACKFRIDAY
ORD73287,9240,2024-12-21,Gift Cards,$50 Gift Card,9,163.84,1474.53,Credit Card,Season Passholder,In-Person,True,HOLIDAY10
ORD64708,9711,2024-12-27,Accessories,Snow Globe,3,137.57,412.71,Credit Card,Season Passholder,Online,False,
ORD88981,6379,2024-11-03,Plush,Lobster Plush,1,142.56,142.56,PayPal,Season Passholder,In-Person,False,
ORD45098,1342,2024-12-15,Home Décor,Lobster Mug,2,136.87,273.74,PayPal,Season Passholder,In-Person,False,
ORD96315,5783,2024-11-18,Gift Cards,$25 Gift Card,6,165.45,992.68,PayPal,Season Passholder,In-Person,False,
ORD75977,9426,2024-11-09,Gift Cards,$100 Gift Card,1,90.52,90.52,PayPal,Season Passholder,Online,False,
ORD78679,5325,2024-11-09,Plush,Seal Plush,11,212.75,2340.2,PayPal,One-Time Buyer,Online,False,
ORD32556,1105,2025-01-02,Toys,Park Puzzle,3,42.84,128.51,Credit Card,One-Time Buyer,Online,True,
ORD81785,4521,2024-12-06,Home Décor,Park Poster,2,80.01,160.01,Credit Card,One-Time Buyer,Online,False,
ORD57681,6755,2024-11-01,Home Décor,Lobster Mug,2,62.55,125.09,Gift Card,Season Passholder,In-Person,False,
ORD80092,7827,2024-11-13,Plush,Seal Plush,2,225.44,450.88,Credit Card,One-Time Buyer,Online,True,HOLIDAY10
ORD10251,4219,2024-12-25,Gift Cards,$25 Gift Card,7,100.37,702.6,PayPal,One-Time Buyer,Online,False,
ORD88362,7210,2024-12-16,Apparel,Winter Beanie,1,151.57,151.57,Gift Card,One-Time Buyer,In-Person,True,
ORD40974,7529,2024-12-07,Toys,Action Figure,9,82.16,739.44,Credit Card,Season Passholder,Online,True,
ORD21793,7512,2024-11-18,Apparel,Park Hoodie,1,188.74,188.74,Credit Card,Season Passholder,Online,True,
ORD30470,1880,2024-11-17,Apparel,Winter Beanie,7,21.19,148.3,Gift Card,Season Passholder,Online,False,
ORD97628,7831,2024-11-19,Toys,Toy Boat,1,21.19,21.19,Gift Card,Season Passholder,Online,False,
ORD33044,6064,2024-11-13,Apparel,Lobster T-Shirt,11,229.11,2520.21,Gift Card,One-Time Buyer,Online,False,
ORD86566,8326,2024-12-11,Home Décor,Limited Edition Ornament,2,84.37,168.74,Gift Card,One-Time Buyer,Online,False,
ORD89036,2874,2024-12-27,Apparel,Lobster T-Shirt,3,72.63,217.88,Credit Card,One-Time Buyer,In-Person,False,
ORD65270,9000,2024-12-26,Home Décor,Lobster Mug,10,190.79,1907.92,Credit Card,Season Passholder,In-Person,True,
ORD38650,7392,2024-12-12,Plush,Seal Plush,7,24.84,173.87,Credit Card,Season Passholder,Online,False,
ORD68054,3025,2024-12-09,Plush,Crab Plush,5,118.46,592.32,Credit Card,Season Passholder,Online,False,
ORD11315,3459,2024-12-13,Apparel,Lobster T-Shirt,4,129.46,517.86,Credit Card,Gift Purchaser,In-Person,False,
ORD52537,8321,2024-12-26,Home Décor,Lobster Mug,4,48.94,195.78,PayPal,One-Time Buyer,In-Person,False,
ORD59532,8696,2025-01-05,Plush,Crab Plush,2,45.09,90.19,Gift Card,One-Time Buyer,In-Person,False,
ORD55858,7823,2024-11-24,Toys,Toy Boat,3,36.59,109.78,Credit Card,Season Passholder,Online,False,
ORD50030,5661,2024-11-11,Accessories,Snow Globe,11,152.15,1673.69,Gift Card,Season Passholder,Online,True,SINGLES_DAY
ORD67652,5885,2025-01-06,Apparel,Lobster T-Shirt,1,15.03,15.03,Gift Card,One-Time Buyer,Online,False,
ORD30122,9591,2024-11-21,Toys,Action Figure,4,137.45,549.79,Gift Card,One-Time Buyer,In-Person,True,BLACKFRIDAY
ORD80235,2527,2024-11-19,Accessories,Pin Set,5,32.74,163.71,Credit Card,Season Passholder,Online,False,
ORD74917,3115,2024-11-04,Gift Cards,$25 Gift Card,2,116.79,233.59,PayPal,One-Time Buyer,Online,True,HOLIDAY10
ORD87883,4754,2024-12-27,Accessories,Pin Set,4,116.37,465.49,Gift Card,One-Time Buyer,Online,True,
ORD51367,6851,2024-11-26,Apparel,Lobster T-Shirt,7,44.42,310.94,Credit Card,One-Time Buyer,Online,True,
ORD82305,9594,2024-11-02,Home Décor,Park Poster,4,56.11,224.43,PayPal,One-Time Buyer,Online,False,
ORD46714,3957,2024-12-28,Plush,Lobster Plush,4,95.62,382.46,Credit Card,One-Time Buyer,In-Person,True,
ORD18108,8254,2024-12-30,Gift Cards,$100 Gift Card,5,170.05,850.26,Gift Card,Season Passholder,Online,False,
ORD21570,6081,2024-12-18,Gift Cards,$50 Gift Card,5,35.49,177.45,PayPal,One-Time Buyer,Online,True,BLACKFRIDAY
ORD50013,7803,2024-11-30,Plush,Seal Plush,2,82.92,165.83,Gift Card,Season Passholder,In-Person,True,
ORD21881,1123,2024-11-10,Plush,Seal Plush,10,48.89,488.9,Gift Card,One-Time Buyer,Online,True,NEWYEAR25
ORD38552,2404,2024-11-08,Apparel,Winter Beanie,2,165.68,331.37,PayPal,Gift Purchaser,Online,True,NEWYEAR25
ORD60573,4901,2024-11-02,Accessories,Pin Set,2,59.49,118.98,Credit Card,One-Time Buyer,In-Person,True,NEWYEAR25
ORD82808,5315,2024-12-01,Accessories,Pin Set,7,40.12,280.87,Gift Card,Season Passholder,Online,False,
ORD87652,3619,2024-11-18,Home Décor,Park Poster,9,51.43,462.89,Credit Card,One-Time Buyer,In-Person,False,
ORD81440,1397,2024-11-27,Apparel,Winter Beanie,2,100.53,201.06,PayPal,Gift Purchaser,Online,False,
ORD95568,1836,2024-12-06,Accessories,Keychain,7,18.91,132.37,PayPal,One-Time Buyer,Online,False,
ORD77390,2446,2025-01-06,Toys,Toy Boat,4,83.82,335.29,Credit Card,One-Time Buyer,Online,True,HOLIDAY10
ORD45098,2805,2025-01-02,Gift Cards,$25 Gift Card,0,9.02,0.0,PayPal,Season Passholder,Online,False,
ORD73465,7485,2024-11-02,Apparel,Winter Beanie,2,80.71,161.41,PayPal,Season Passholder,In-Person,False,
ORD64703,9125,2024-12-14,Accessories,Pin Set,1,120.74,120.74,Gift Card,Gift Purchaser,Online,True,
ORD50781,2704,2024-11-04,Accessories,Snow Globe,9,28.89,260.0,Gift Card,Season Passholder,Online,False,
ORD10581,8340,2024-11-27,Accessories,Snow Globe,8,38.04,304.31,PayPal,Season Passholder,Online,True,HOLIDAY10
ORD18313,8643,2024-11-19,Plush,Seal Plush,7,142.52,997.64,Gift Card,Season Passholder,Online,False,
ORD99557,1085,2025-01-02,Accessories,Keychain,3,34.57,103.71,Gift Card,One-Time Buyer,Online,False,
ORD96439,2033,2024-11-05,Home Décor,Lobster Mug,4,78.69,314.75,Credit Card,Season Passholder,In-Person,False,
ORD93407,5700,2024-11-08,Apparel,Lobster T-Shirt,13,111.36,1447.69,Credit Card,Gift Purchaser,Online,True,HOLIDAY10
ORD31064,6728,2024-12-20,Gift Cards,$100 Gift Card,6,76.05,456.3,Credit Card,One-Time Buyer,Online,True,NEWYEAR25
ORD60539,2410,2024-11-07,Home Décor,Lobster Mug,11,120.83,1329.11,Gift Card,Season Passholder,Online,True,HOLIDAY10
ORD28379,3516,2024-11-25,Apparel,Winter Beanie,2,126.58,253.16,Gift Card,Season Passholder,In-Person,True,HOLIDAY10
ORD88414,2726,2025-01-04,Apparel,Park Hoodie,5,96.95,484.73,Credit Card,Season Passholder,In-Person,False,
ORD35123,6711,2024-11-16,Home Décor,Lobster Mug,6,114.12,684.69,PayPal,Season Passholder,Online,True,BLACKFRIDAY
ORD85136,8158,2024-12-24,Gift Cards,$25 Gift Card,11,190.91,2099.98,Gift Card,Season Passholder,Online,True,NEWYEAR25
ORD21818,5471,2024-11-26,Accessories,Snow Globe,10,266.18,2661.8,PayPal,One-Time Buyer,Online,True,HOLIDAY10
ORD44842,5510,2024-11-21,Gift Cards,$25 Gift Card,9,224.43,2019.91,Credit Card,One-Time Buyer,Online,False,
ORD44146,6170,2024-11-16,Gift Cards,$50 Gift Card,11,74.81,822.93,PayPal,Gift Purchaser,Online,False,
ORD74387,7081,2024-11-06,Accessories,Keychain,1,81.23,81.23,Gift Card,Gift Purchaser,In-Person,False,
ORD45834,5710,2025-01-02,Accessories,Keychain,3,17.29,51.86,Gift Card,Season Passholder,Online,False,
ORD48484,6041,2024-12-12,Apparel,Winter Beanie,4,15.79,63.15,Gift Card,Gift Purchaser,In-Person,False,
ORD57760,8320,2025-01-06,Gift Cards,$100 Gift Card,1,65.38,65.38,Credit Card,Gift Purchaser,Online,False,
ORD88825,4976,2024-12-17,Toys,Park Puzzle,2,133.83,267.66,PayPal,One-Time Buyer,Online,False,
ORD95751,9382,2024-11-01,Plush,Lobster Plush,1,158.92,158.92,PayPal,Gift Purchaser,In-Person,False,
ORD38398,3161,2024-12-02,Apparel,Lobster T-Shirt,1,119.99,119.99,PayPal,One-Time Buyer,In-Person,True,
ORD32060,5056,2024-11-05,Accessories,Snow Globe,7,100.65,704.54,Credit Card,Gift Purchaser,In-Person,False,
ORD82094,1380,2024-12-04,Toys,Toy Boat,8,130.13,1041.05,PayPal,One-Time Buyer,Online,True,NEWYEAR25
ORD88737,7130,2024-12-29,Toys,Action Figure,5,132.37,661.87,PayPal,One-Time Buyer,Online,False,
ORD79372,8665,2025-01-04,Plush,Seal Plush,3,51.86,155.57,Credit Card,Gift Purchaser,Online,False,
ORD87104,9062,2024-12-02,Plush,Crab Plush,3,88.59,265.77,PayPal,Season Passholder,In-Person,True,BLACKFRIDAY
ORD69538,5449,2024-12-01,Gift Cards,$50 Gift Card,4,58.42,233.67,Gift Card,One-Time Buyer,In-Person,False,
ORD74497,3814,2024-12-14,Home Décor,Park Poster,4,68.37,273.47,Credit Card,One-Time Buyer,Online,False,
ORD46172,8382,2024-11-10,Toys,Park Puzzle,8,74.16,593.3,Credit Card,One-Time Buyer,In-Person,False,
ORD55181,9296,2024-11-06,Home Décor,Limited Edition Ornament,9,124.91,1124.17,Gift Card,One-Time Buyer,In-Person,False,
ORD16943,9071,2024-11-27,Toys,Toy Boat,9,69.33,624.01,Gift Card,Season Passholder,Online,False,
ORD46561,2180,2024-11-30,Plush,Lobster Plush,11,91.18,1002.94,PayPal,One-Time Buyer,Online,True,
ORD75842,4289,2024-12-25,Toys,Toy Boat,5,101.83,509.13,PayPal,Gift Purchaser,Online,True,
ORD15469,5589,2025-01-03,Gift Cards,$25 Gift Card,0,59.37,0.0,Gift Card,Season Passholder,Online,False,
ORD22340,3653,2024-11-20,Plush,Crab Plush,1,167.31,167.31,PayPal,Season Passholder,In-Person,True,HOLIDAY10
ORD98723,4508,2024-11-29,Apparel,Lobster T-Shirt,5,100.15,500.74,PayPal,Season Passholder,Online,False,
ORD51672,4190,2024-12-04,Plush,Lobster Plush,4,97.46,389.85,Gift Card,One-Time Buyer,Online,False,
ORD86519,7191,2024-11-09,Plush,Seal Plush,2,39.28,78.55,Gift Card,Season Passholder,In-Person,False,
ORD52057,3711,2024-12-13,Toys,Action Figure,9,28.66,257.95,Credit Card,Season Passholder,Online,False,
ORD84243,8296,2024-12-14,Apparel,Lobster T-Shirt,4,129.46,517.86,Gift Card,One-Time Buyer,In-Person,False,
ORD82461,3090,2024-11-21,Home Décor,Lobster Mug,4,53.88,215.53,Credit Card,One-Time Buyer,In-Person,False,
ORD62606,6341,2024-12-28,Plush,Lobster Plush,6,160.55,963.31,Gift Card,Gift Purchaser,Online,True,HOLIDAY10
ORD50599,5262,2024-12-22,Home Décor,Lobster Mug,4,26.84,107.36,PayPal,One-Time Buyer,In-Person,False,
ORD26917,9515,2024-11-09,Accessories,Keychain,6,26.67,160.01,PayPal,One-Time Buyer,In-Person,True,HOLIDAY10
ORD50866,8381,2024-12-16,Toys,Action Figure,7,23.92,167.46,PayPal,Season Passholder,In-Person,False,
ORD53144,8586,2024-12-10,Home Décor,Limited Edition Ornament,6,91.25,547.49,PayPal,Season Passholder,In-Person,True,
ORD87034,7515,2024-11-08,Gift Cards,$50 Gift Card,9,139.6,1256.43,PayPal,Gift Purchaser,In-Person,False,
ORD45188,4685,2025-01-09,Plush,Lobster Plush,0,28.81,0.0,PayPal,Season Passholder,In-Person,True,BLACKFRIDAY
ORD67998,1092,2024-11-03,Apparel,Lobster T-Shirt,10,127.66,1276.58,Gift Card,Gift Purchaser,Online,True,BLACKFRIDAY
ORD21352,6579,2024-11-26,Gift Cards,$50 Gift Card,9,34.29,308.6,Gift Card,One-Time Buyer,In-Person,False,
ORD37309,2532,2024-11-05,Home Décor,Limited Edition Ornament,9,56.11,504.98,Credit Card,Gift Purchaser,Online,False,
ORD75957,7841,2024-12-29,Accessories,Keychain,3,156.34,469.01,Credit Card,Season Passholder,In-Person,True,HOLIDAY10
ORD96989,4584,2024-12-10,Toys,Toy Boat,3,68.3,204.89,Credit Card,One-Time Buyer,In-Person,False,
ORD11404,3800,2024-12-28,Accessories,Pin Set,9,114.64,1031.78,Credit Card,Season Passholder,Online,False,
ORD79602,9825,2024-11-25,Toys,Toy Boat,4,32.73,130.92,Gift Card,Gift Purchaser,Online,False,
ORD32714,8701,2024-12-14,Toys,Toy Boat,5,12.52,62.61,Credit Card,Gift Purchaser,In-Person,False,
ORD90786,3117,2025-01-09,Apparel,Lobster T-Shirt,3,51.86,155.57,Credit Card,Gift Purchaser,Online,True,
ORD90377,9834,2024-11-09,Apparel,Winter Beanie,6,58.51,351.07,Gift Card,Season Passholder,In-Person,False,
ORD61467,6338,2024-12-28,Apparel,Park Hoodie,1,162.24,162.24,Gift Card,Gift Purchaser,Online,True,BLACKFRIDAY
ORD39112,8551,2024-11-26,Toys,Toy Boat,3,79.46,238.38,PayPal,Gift Purchaser,In-Person,False,
ORD88077,4040,2025-01-05,Home Décor,Park Poster,2,22.55,45.09,PayPal,Season Passholder,Online,False,
ORD57704,3601,2024-11-05,Plush,Seal Plush,7,109.78,768.45,PayPal,Season Passholder,Online,False,
ORD40883,3252,2025-01-04,Gift Cards,$100 Gift Card,1,67.64,67.64,Gift Card,Season Passholder,Online,False,
ORD85590,1519,2025-01-04,Apparel,Park Hoodie,3,33.07,99.2,Credit Card,One-Time Buyer,Online,False,
ORD36690,1351,2024-12-12,Apparel,Lobster T-Shirt,7,74.52,521.62,Credit Card,Season Passholder,Online,False,
ORD27960,3705,2024-12-24,Toys,Toy Boat,8,157.17,1257.37,Gift Card,One-Time Buyer,Online,True,BLACKFRIDAY
ORD33505,4975,2024-11-11,Home Décor,Lobster Mug,13,203.71,2648.22,Credit Card,One-Time Buyer,Online,True,SINGLES_DAY
ORD66773,3870,2025-01-08,Toys,Park Puzzle,3,65.49,196.46,Gift Card,One-Time Buyer,Online,True,NEWYEAR25
ORD19955,8184,2024-12-12,Accessories,Keychain,1,56.82,56.82,Credit Card,Season Passholder,In-Person,True,
ORD36489,7762,2024-12-25,Apparel,Lobster T-Shirt,7,59.23,414.62,Credit Card,Season Passholder,Online,False,
ORD47609,9578,2024-11-18,Accessories,Keychain,1,72.4,72.4,Gift Card,One-Time Buyer,In-Person,False,
ORD19919,6704,2024-12-20,Home Décor,Limited Edition Ornament,1,69.82,69.82,Gift Card,One-Time Buyer,Online,False,
ORD83726,8146,2024-11-06,Plush,Lobster Plush,8,186.68,1493.47,PayPal,One-Time Buyer,In-Person,True,NEWYEAR25
ORD38222,6848,2024-12-13,Plush,Lobster Plush,1,20.37,20.37,Gift Card,Gift Purchaser,Online,False,
ORD79267,5212,2024-12-12,Accessories,Pin Set,8,210.89,1687.09,Gift Card,Season Passholder,Online,True,BLACKFRIDAY
ORD78685,5360,2024-12-23,Gift Cards,$25 Gift Card,7,131.84,922.87,PayPal,Season Passholder,Online,False,
ORD14997,9772,2024-11-02,Gift Cards,$25 Gift Card,8,236.17,1889.38,Credit Card,One-Time Buyer,In-Person,True,NEWYEAR25
ORD82804,1188,2024-12-21,Gift Cards,$25 Gift Card,6,29.03,174.2,PayPal,Season Passholder,In-Person,False,
ORD93503,5297,2024-11-15,Toys,Action Figure,7,30.82,215.71,Gift Card,Season Passholder,Online,False,
ORD43223,4829,2025-01-07,Toys,Toy Boat,2,51.11,102.21,Gift Card,One-Time Buyer,Online,False,
ORD72443,1993,2024-11-11,Gift Cards,$25 Gift Card,11,54.06,594.7,PayPal,One-Time Buyer,In-Person,True,SINGLES_DAY
ORD78993,1063,2024-11-12,Gift Cards,$100 Gift Card,11,189.37,2083.03,Gift Card,Gift Purchaser,Online,False,
ORD99321,6763,2024-12-12,Home Décor,Park Poster,7,96.01,672.05,PayPal,One-Time Buyer,Online,False,
ORD69463,5017,2024-11-20,Home Décor,Limited Edition Ornament,13,146.67,1906.72,Gift Card,One-Time Buyer,Online,True,NEWYEAR25
ORD49675,2703,2024-12-14,Plush,Crab Plush,4,30.73,122.93,Gift Card,One-Time Buyer,In-Person,False,
ORD37909,6343,2024-12-17,Accessories,Snow Globe,1,42.04,42.04,Gift Card,Season Passholder,Online,True,
ORD70865,6418,2024-11-12,Toys,Toy Boat,7,44.14,309.01,PayPal,Gift Purchaser,In-Person,False,
ORD19959,6225,2024-12-11,Toys,Park Puzzle,2,102.45,204.89,Gift Card,One-Time Buyer,In-Person,False,
ORD86806,5834,2024-12-09,Apparel,Park Hoodie,6,61.57,369.45,PayPal,One-Time Buyer,In-Person,False,
ORD13409,8463,2024-12-20,Plush,Crab Plush,1,75.13,75.13,PayPal,Gift Purchaser,In-Person,False,
ORD12394,1668,2024-11-08,Plush,Seal Plush,5,45.09,225.47,PayPal,Season Passholder,In-Person,False,
ORD45425,8812,2024-11-15,Accessories,Keychain,3,171.28,513.84,Gift Card,One-Time Buyer,In-Person,True,
ORD86753,7610,2024-12-08,Plush,Crab Plush,2,22.43,44.85,Credit Card,Season Passholder,In-Person,False,
ORD44444,9105,2024-12-11,Plush,Crab Plush,5,181.52,907.59,Gift Card,Season Passholder,Online,False,
ORD58884,5150,2024-12-29,Accessories,Pin Set,1,72.85,72.85,PayPal,One-Time Buyer,In-Person,False,
ORD85711,8149,2024-12-06,Home Décor,Park Poster,1,70.7,70.7,Gift Card,Season Passholder,Online,False,
ORD84084,7464,2024-12-27,Home Décor,Limited Edition Ornament,1,50.52,50.52,Gift Card,One-Time Buyer,In-Person,False,
ORD34856,7173,2024-12-29,Plush,Lobster Plush,7,122.19,855.33,PayPal,One-Time Buyer,Online,False,
ORD28158,1162,2024-12-27,Gift Cards,$100 Gift Card,3,140.52,421.55,Credit Card,One-Time Buyer,In-Person,False,
ORD58057,9235,2024-11-25,Home Décor,Lobster Mug,7,177.68,1243.74,Gift Card,One-Time Buyer,Online,False,
ORD77601,3582,2024-12-08,Gift Cards,$100 Gift Card,6,111.54,669.24,PayPal,One-Time Buyer,Online,True,NEWYEAR25
ORD17570,6218,2024-12-06,Accessories,Keychain,1,103.58,103.58,Gift Card,Gift Purchaser,In-Person,False,
ORD53494,8197,2024-11-22,Apparel,Park Hoodie,2,184.7,369.39,Credit Card,Gift Purchaser,Online,True,HOLIDAY10
ORD90158,5868,2024-11-16,Plush,Seal Plush,8,155.39,1243.1,Credit Card,One-Time Buyer,In-Person,False,
ORD43790,2079,2025-01-10,Apparel,Park Hoodie,3,39.08,117.24,Credit Card,One-Time Buyer,Online,False,
ORD28361,2470,2024-12-21,Accessories,Pin Set,2,77.4,154.81,PayPal,Gift Purchaser,In-Person,False,
ORD47165,6589,2024-11-17,Apparel,Lobster T-Shirt,2,205.73,411.46,Gift Card,Gift Purchaser,Online,False,
ORD55442,2908,2024-11-16,Apparel,Lobster T-Shirt,2,219.1,438.2,Gift Card,Gift Purchaser,In-Person,True,HOLIDAY10
ORD37832,9183,2024-12-31,Toys,Action Figure,5,29.9,149.52,Gift Card,Season Passholder,In-Person,False,
ORD80290,5170,2024-11-28,Toys,Action Figure,2,89.63,179.26,PayPal,Gift Purchaser,Online,True,HOLIDAY10
ORD54030,3021,2024-11-03,Home Décor,Lobster Mug,7,154.3,1080.09,PayPal,Gift Purchaser,In-Person,False,
ORD34753,2873,2024-11-29,Toys,Park Puzzle,10,105.93,1059.29,Gift Card,Gift Purchaser,Online,True,NEWYEAR25
ORD13618,6616,2024-12-03,Toys,Park Puzzle,5,42.32,211.59,Gift Card,One-Time Buyer,In-Person,True,BLACKFRIDAY
ORD61311,9940,2024-12-08,Accessories,Keychain,5,31.4,156.99,PayPal,Season Passholder,In-Person,False,
ORD83655,5644,2024-11-27,Accessories,Pin Set,2,32.73,65.46,Credit Card,One-Time Buyer,Online,False,
ORD66510,8832,2024-12-20,Apparel,Winter Beanie,5,42.04,210.18,Gift Card,Season Passholder,Online,False,
ORD81914,2225,2024-12-20,Apparel,Park Hoodie,1,98.92,98.92,Credit Card,Gift Purchaser,Online,False,
ORD16049,6506,2024-12-13,Apparel,Winter Beanie,7,46.55,325.84,Credit Card,Gift Purchaser,Online,False,
ORD74633,6744,2024-12-02,Accessories,Snow Globe,7,37.82,264.75,PayPal,Gift Purchaser,Online,False,
ORD89491,2949,2024-12-20,Apparel,Park Hoodie,7,93.15,652.06,Gift Card,Gift Purchaser,In-Person,False,
ORD21387,8800,2024-11-10,Gift Cards,$50 Gift Card,7,225.32,1577.27,PayPal,One-Time Buyer,In-Person,False,
ORD99517,3954,2024-11-03,Plush,Seal Plush,4,63.12,252.49,PayPal,One-Time Buyer,Online,False,
ORD74220,3853,2024-12-05,Plush,Seal Plush,5,88.73,443.67,Credit Card,One-Time Buyer,Online,False,
ORD88303,5062,2024-11-10,Gift Cards,$50 Gift Card,2,181.59,363.18,Gift Card,Season Passholder,In-Person,False,
ORD41927,4293,2024-11-09,Home Décor,Lobster Mug,7,140.27,981.9,PayPal,Gift Purchaser,Online,False,
ORD61119,3040,2024-11-12,Plush,Lobster Plush,2,215.08,430.17,Credit Card,One-Time Buyer,Online,False,
ORD83985,8407,2024-12-19,Accessories,Keychain,5,141.1,705.51,PayPal,Gift Purchaser,Online,True,
